"ID_Number","Activity","Start_time","End_time","Sleep_location"
"575","C","23.30","1.00",""
"575","P","1.00","2.30",""
"575","S","2.30","9.00","H"
"575","P","9.00","16.45",""
"575","C","16.45","18.00",""
"575","W","18.00","3.15",""
"575","L","3.15","4.00",""
"575","P","4.00","5.00",""
"575","S","5.00","10.00","A"
"575","P","10.00","17.00",""
"575","C","17.00","17.30",""
"575","W","17.30","4.45",""
"575","C","4.45","6.00",""
"575","P","6.00","6.30",""
"575","S","6.30","10.30","H"
"575","P","10.30","23.30",""
"575","S","23.30","9.00","H"
"575","P","9.00","23.30",""
"575","S","23.30","8.30","H"
"575","P","8.30","23.30",""
"575","S","23.30","9.00","H"
"575","P","9.00","17.00",""
"575","C","17.00","18.15",""
"575","W","18.15","2.00",""
"575","C","2.00","2.45",""
"575","P","2.45","4.00",""
"575","S","4.00","10.15","H"
"575","P","10.15","18.00",""
"575","C","18.00","18.45",""
"575","W","18.45","1.45",""
"575","C","1.45","3.00",""
"575","P","3.00","4.00",""
"575","S","4.00","9.30","H"
"575","P","9.30","17.00",""
"575","C","17.00","18.15",""
"575","W","18.15","4.15",""
"575","L","4.15","5.00",""
"575","P","5.00","5.30",""
"575","S","5.30","9.15","A"
"575","P","9.15","10.15",""
"575","W","10.15","19.00",""
"575","C","19.00","20.30",""
"575","P","20.30","1.00",""
"575","S","1.00","9.30","H"
"575","P","9.30","23.30",""
"575","S","23.30","8.45","H"
"575","P","8.45","23.59",""
"575","S","0.00","9.15","H"
"575","P","9.15","23.59",""
"577","W","0.00","8.54",""
"577","C","8.54","9.20",""
"577","P","9.20","16.00",""
"577","S","16.00","22.00","H"
"577","P","22.00","23.00",""
"577","C","23.00","23.30",""
"577","W","23.30","8.30",""
"577","C","8.30","9.30",""
"577","P","9.30","17.00",""
"577","S","17.00","23.00","H"
"577","C","23.00","23.30",""
"577","W","23.30","8.40",""
"577","C","8.40","9.00",""
"577","P","9.00","14.00",""
"577","S","14.00","20.00","H"
"577","P","20.00","23.00",""
"577","C","23.00","23.20",""
"577","W","23.20","9.00",""
"577","C","9.00","9.30",""
"577","P","9.30","16.00",""
"577","S","16.00","22.30","H"
"577","P","22.30","23.00",""
"577","C","23.00","23.20",""
"577","W","23.20","7.00",""
"577","C","7.00","7.30",""
"577","P","7.30","14.00",""
"577","S","14.00","22.00","H"
"577","P","22.00","2.00",""
"577","S","2.00","9.00","H"
"577","P","9.00","20.00",""
"577","S","20.00","5.00","H"
"577","P","5.00","22.30",""
"577","C","22.30","23.30",""
"577","W","23.30","10.10",""
"577","C","10.10","10.30",""
"577","P","10.30","16.00",""
"577","S","16.00","22.30","H"
"577","C","22.30","23.30",""
"577","W","23.30","8.30",""
"577","C","8.30","9.00",""
"577","P","9.00","14.00",""
"577","S","14.00","20.00","H"
"577","P","20.00","23.00",""
"577","C","23.00","23.30",""
"577","W","23.30","8.20",""
"577","C","8.20","8.45",""
"577","P","8.45","14.30",""
"577","S","14.30","22.30","H"
"577","P","22.30","23.00",""
"577","C","23.00","23.30",""
"577","W","23.30","7.00",""
"577","C","7.00","7.30",""
"577","P","7.30","15.00",""
"577","S","15.00","22.00","H"
"577","P","22.00","23.00",""
"577","C","23.00","23.30",""
"577","W","23.30","7.30",""
"577","C","7.30","8.00",""
"577","P","8.00","19.00",""
"577","S","19.00","5.00","H"
"577","P","5.00","23.59",""
"577","S","0.00","7.00","H"
"577","P","7.00","23.00",""
"577","C","23.00","23.30",""
"577","W","23.30","23.59",""
"582","S","0.00","6.30","H"
"582","P","6.30","7.30",""
"582","C","7.30","8.00",""
"582","W","8.00","16.15",""
"582","C","16.15","16.45",""
"582","P","16.45","17.30",""
"582","S","17.30","19.00","H"
"582","P","19.00","0.30",""
"582","S","0.30","6.15","H"
"582","P","6.15","7.00",""
"582","C","7.00","7.30",""
"582","W","7.30","13.30",""
"582","C","13.30","14.00",""
"582","P","14.00","15.00",""
"582","S","15.00","16.45","H"
"582","P","16.45","1.00",""
"582","S","1.00","6.30","H"
"582","P","6.30","7.30",""
"582","C","7.30","7.59",""
"582","W","7.59","14.01",""
"582","C","14.01","14.30",""
"582","P","14.30","15.45",""
"582","S","15.45","17.15","H"
"582","P","17.15","1.30",""
"582","S","1.30","9.00","H"
"582","P","9.00","14.45",""
"582","S","14.45","16.00","H"
"582","P","16.00","0.30",""
"582","S","0.30","6.15","H"
"582","P","6.15","14.30",""
"582","S","14.30","16.00","H"
"582","P","16.00","0.45",""
"582","S","0.45","6.30","H"
"582","P","6.30","7.30",""
"582","C","7.30","7.59",""
"582","W","7.59","20.19",""
"582","C","20.19","20.50",""
"582","P","20.50","22.15",""
"582","S","22.15","6.30","H"
"582","P","6.30","7.30",""
"582","C","7.30","7.59",""
"582","W","7.59","18.44",""
"582","C","18.44","19.15",""
"582","P","19.15","22.30",""
"582","S","22.30","6.30","H"
"582","P","6.30","7.30",""
"582","C","7.30","7.59",""
"582","W","7.59","15.11",""
"582","C","15.11","15.45",""
"582","P","15.45","0.30",""
"582","S","0.30","6.00","H"
"582","P","6.00","7.00",""
"582","C","7.00","7.30",""
"582","W","7.30","14.00",""
"582","C","14.00","14.30",""
"582","P","14.30","23.59",""
"582","S","0.00","6.00","H"
"582","P","6.00","7.00",""
"582","C","7.00","7.30",""
"582","W","7.30","15.30",""
"582","C","15.30","16.00",""
"582","P","16.00","0.30",""
"582","S","0.30","8.45","H"
"582","P","8.45","1.00",""
"582","S","1.00","6.15","H"
"582","P","6.15","13.00",""
"582","S","13.00","13.50","H"
"582","P","13.50","0.15",""
"582","S","0.15","6.30","H"
"582","P","6.30","7.30",""
"582","C","7.30","7.59",""
"582","W","7.59","19.59",""
"582","C","19.59","20.30",""
"582","P","20.30","22.30",""
"582","S","22.30","6.30","H"
"582","P","6.30","7.30",""
"582","C","7.30","7.59",""
"582","W","7.59","19.31",""
"582","C","19.31","20.01",""
"582","P","20.01","20.15",""
"582","S","20.15","23.59","H"
"586","S","0.00","7.00","H"
"586","P","7.00","23.00",""
"586","S","23.00","4.30","A"
"586","P","4.30","5.00",""
"586","C","5.00","6.00",""
"586","W","6.00","14.30",""
"586","P","14.30","22.00",""
"586","S","22.00","5.25","H"
"586","P","5.25","6.10",""
"586","W","6.10","14.30",""
"586","P","14.30","21.30",""
"586","S","21.30","5.25","H"
"586","P","5.25","6.05",""
"586","W","6.05","14.30",""
"586","P","14.30","22.00",""
"586","S","22.00","5.25","H"
"586","P","5.25","6.10",""
"586","W","6.10","14.30",""
"586","P","14.30","22.00",""
"586","S","22.00","7.00","H"
"586","P","7.00","23.00",""
"586","S","23.00","5.30","A"
"586","P","5.30","21.00",""
"586","S","21.00","7.00","H"
"586","P","7.00","22.00",""
"586","S","22.00","5.25","H"
"586","P","5.25","6.10",""
"586","W","6.10","14.30",""
"586","P","14.30","22.00",""
"586","S","22.00","5.00","H"
"586","P","5.00","6.10",""
"586","W","6.10","15.30",""
"586","P","15.30","19.30",""
"586","S","19.30","5.20","H"
"586","P","5.20","6.10",""
"586","W","6.10","14.30",""
"586","P","14.30","21.30",""
"586","S","21.30","5.00","H"
"586","P","5.00","6.05",""
"586","W","6.05","14.30",""
"586","P","14.30","22.00",""
"586","S","22.00","5.20","H"
"586","P","5.20","6.10",""
"586","W","6.10","14.30",""
"586","P","14.30","0.30",""
"586","S","0.30","5.00","A"
"586","P","5.00","22.30",""
"586","S","22.30","23.59","A"
"588","S","0.00","9.00","H"
"588","P","9.00","14.20",""
"588","C","14.20","15.00",""
"588","W","15.00","23.00",""
"588","C","23.00","23.40",""
"588","P","23.40","2.00",""
"588","S","2.00","9.30","H"
"588","P","9.30","14.20",""
"588","C","14.20","15.00",""
"588","W","15.00","23.00",""
"588","C","23.00","23.45",""
"588","P","23.45","1.00",""
"588","S","1.00","6.00","H"
"588","P","6.00","6.20",""
"588","C","6.20","7.00",""
"588","W","7.00","15.00",""
"588","C","15.00","15.40",""
"588","P","15.40","0.30",""
"588","S","0.30","6.30","H"
"588","P","6.30","7.00",""
"588","C","7.00","7.40",""
"588","W","7.40","15.40",""
"588","C","15.40","16.20",""
"588","P","16.20","1.00",""
"588","S","1.00","8.30","H"
"588","P","8.30","5.00",""
"588","S","5.00","12.00","H"
"588","P","12.00","6.00",""
"588","S","6.00","14.00","H"
"588","P","14.00","22.40",""
"588","C","22.40","23.20",""
"588","W","23.20","7.20",""
"588","C","7.20","8.00",""
"588","P","8.00","10.00",""
"588","S","10.00","14.45","H"
"588","P","14.45","15.15",""
"588","C","15.15","15.50",""
"588","W","15.50","23.50",""
"588","C","23.50","0.45",""
"588","P","0.45","3.00",""
"588","S","3.00","7.00","H"
"588","P","7.00","7.10",""
"588","C","7.10","7.50",""
"588","W","7.50","15.50",""
"588","C","15.50","16.35",""
"588","P","16.35","2.00",""
"588","S","2.00","6.50","H"
"588","P","6.50","14.20",""
"588","C","14.20","15.00",""
"588","W","15.00","23.00",""
"588","C","23.00","23.45",""
"588","P","23.45","1.30",""
"588","S","1.30","6.50","H"
"588","P","6.50","7.10",""
"588","C","7.10","7.55",""
"588","W","7.55","15.55",""
"588","C","15.55","16.50",""
"588","P","16.50","1.00",""
"588","S","1.00","10.00","H"
"588","P","10.00","1.45",""
"588","S","1.45","9.30","H"
"588","P","9.30","5.30",""
"588","S","5.30","12.15","H"
"588","P","12.15","21.45",""
"588","C","21.45","22.30",""
"588","W","22.30","23.59",""
"590","W","0.00","6.31",""
"590","C","6.31","7.00",""
"590","S","7.00","14.10","H"
"590","P","14.10","23.15",""
"590","C","23.15","23.59",""
"590","W","0.00","6.15",""
"590","C","6.15","7.00",""
"590","S","7.00","12.30","H"
"590","P","12.30","18.30",""
"590","S","18.30","20.30","H"
"590","P","20.30","23.15",""
"590","C","23.15","23.59",""
"590","W","0.00","6.15",""
"590","C","6.15","6.45",""
"590","P","6.45","7.30",""
"590","S","7.30","14.30","H"
"590","P","14.30","23.10",""
"590","C","23.10","23.59",""
"590","W","0.00","6.15",""
"590","C","6.15","7.00",""
"590","S","7.00","14.30","H"
"590","P","14.30","23.30",""
"590","C","23.30","23.59",""
"590","W","0.00","6.00",""
"590","C","6.00","6.30",""
"590","S","6.30","14.00","H"
"590","P","14.00","0.30",""
"590","S","0.30","8.30","H"
"590","P","8.30","23.00",""
"590","S","23.00","8.00","H"
"590","P","8.00","23.30",""
"590","C","23.30","23.59",""
"590","W","0.00","6.30",""
"590","C","6.30","7.00",""
"590","S","7.00","12.00","H"
"590","P","12.00","13.00",""
"590","S","13.00","16.00","H"
"590","P","16.00","23.30",""
"590","C","23.30","23.59",""
"590","W","0.00","6.00",""
"590","C","6.00","6.30",""
"590","S","6.30","15.00","H"
"590","P","15.00","23.00",""
"590","C","23.00","23.20",""
"590","W","23.20","4.00",""
"590","C","4.00","4.30",""
"590","S","4.30","13.00","H"
"590","P","13.00","20.00",""
"590","S","20.00","23.30","H"
"590","C","23.30","23.59",""
"590","W","0.00","6.30",""
"590","C","6.30","7.00",""
"590","S","7.00","16.00","H"
"590","P","16.00","23.30",""
"590","C","23.30","23.59",""
"590","W","0.00","6.00",""
"590","C","6.00","6.30",""
"590","S","6.30","13.30","H"
"590","P","13.30","23.30",""
"590","S","23.30","8.00","A"
"590","P","8.00","23.00",""
"590","S","23.00","9.00","A"
"590","P","9.00","23.59",""
"591","S","0.00","3.00","H"
"591","P","3.00","21.00",""
"591","S","21.00","3.30","H"
"591","P","3.30","21.00",""
"591","S","21.00","3.00","H"
"591","P","3.00","10.00",""
"591","C","10.00","12.00",""
"591","W","12.00","23.30",""
"591","L","23.30","1.00",""
"591","S","1.00","5.30","A"
"591","P","5.30","9.30",""
"591","W","9.30","19.12",""
"591","C","19.12","20.30",""
"591","P","20.30","22.00",""
"591","S","22.00","5.30","H"
"591","P","5.30","22.00",""
"591","S","22.00","5.00","H"
"591","P","5.00","22.00",""
"591","S","22.00","4.30","H"
"591","P","4.30","5.49",""
"591","C","5.49","8.15",""
"591","W","8.15","17.09",""
"591","P","17.09","22.00",""
"591","S","22.00","4.30","A"
"591","P","4.30","8.30",""
"591","W","8.30","19.00",""
"591","L","19.00","22.30",""
"591","C","22.30","23.30",""
"591","S","23.30","5.00","H"
"591","P","5.00","23.00",""
"591","S","23.00","5.00","H"
"591","P","5.00","22.00",""
"591","S","22.00","5.00","H"
"591","P","5.00","7.30",""
"591","C","7.30","9.45",""
"591","W","9.45","18.30",""
"591","L","18.30","21.00",""
"591","P","21.00","23.00",""
"591","S","23.00","6.30","A"
"591","P","6.30","9.00",""
"591","W","9.00","22.30",""
"591","C","22.30","23.30",""
"591","P","23.30","0.30",""
"591","S","0.30","6.30","H"
"591","P","6.30","22.00",""
"591","S","22.00","5.00","H"
"591","P","5.00","18.50",""
"591","C","18.50","21.20",""
"591","W","21.20","23.59",""
"594","W","0.00","2.00",""
"594","C","2.00","3.00",""
"594","S","3.00","8.00","H"
"594","P","8.00","10.00",""
"594","S","10.00","11.00","H"
"594","P","11.00","12.00",""
"594","S","12.00","15.00","H"
"594","P","15.00","18.00",""
"594","C","18.00","19.00",""
"594","W","19.00","23.59",""
"594","W","23.30","8.00",""
"594","W","0.00","8.00",""
"594","C","8.00","9.00",""
"594","P","9.00","10.00",""
"594","S","10.00","13.00","H"
"594","P","13.00","20.00",""
"594","S","20.00","21.00","H"
"594","P","21.00","22.00",""
"594","S","22.00","23.00","H"
"594","P","23.00","23.59",""
"594","S","0.00","1.00","H"
"594","P","1.00","1.30",""
"594","S","1.30","2.30","H"
"594","P","2.30","4.00",""
"594","C","4.00","5.00",""
"594","W","5.00","10.30",""
"594","L","10.30","13.00",""
"594","S","13.00","20.00","A"
"594","P","20.00","21.00",""
"594","S","21.00","22.00","A"
"594","P","22.00","23.00",""
"594","W","23.00","10.00",""
"594","C","10.00","11.00",""
"594","P","11.00","19.00",""
"594","S","19.00","23.59","H"
"594","P","0.00","21.00",""
"594","S","21.00","4.40","H"
"594","P","4.40","5.40",""
"594","C","5.40","6.40",""
"594","W","6.40","21.10",""
"594","C","21.10","22.00",""
"594","S","22.00","6.30","H"
"594","P","6.30","8.30",""
"594","C","8.30","9.30",""
"594","W","9.30","16.00",""
"594","P","16.00","19.00",""
"594","S","19.00","8.00","A"
"594","P","8.00","13.00",""
"594","C","13.00","14.00",""
"594","W","14.00","18.30",""
"594","C","18.30","19.30",""
"594","P","19.30","23.59",""
"594","S","0.00","7.00","H"
"594","P","7.00","9.00",""
"594","C","9.00","10.00",""
"594","W","10.00","21.00",""
"594","C","21.00","22.00",""
"594","P","22.00","23.59",""
"594","S","0.00","7.30","H"
"594","P","7.30","9.30",""
"594","C","9.30","10.30",""
"594","W","10.30","21.00",""
"594","L","21.00","22.00",""
"594","P","22.00","23.00",""
"594","S","23.00","7.00","A"
"594","P","7.00","8.00",""
"594","W","8.00","22.00",""
"594","C","22.00","23.00",""
"594","P","23.00","23.59",""
"594","S","0.00","8.00","H"
"594","P","8.00","20.00",""
"594","S","20.00","6.00","H"
"594","P","6.00","11.00",""
"594","S","11.00","14.00","H"
"594","P","14.00","21.00",""
"594","C","21.00","22.00",""
"594","W","22.00","11.00",""
"594","C","11.00","12.00",""
"594","S","12.00","18.00","H"
"594","P","18.00","21.00",""
"594","S","21.00","22.00","H"
"594","P","22.00","23.00",""
"594","C","23.00","23.59",""
"594","W","0.00","12.00",""
"594","P","12.00","14.00",""
"594","S","14.00","23.59","A"
"597","S","0.00","7.00","H"
"597","P","7.00","17.00",""
"597","C","17.00","17.15",""
"597","W","17.15","0.30",""
"597","C","0.30","0.45",""
"597","P","0.45","2.00",""
"597","S","2.00","6.30","H"
"597","P","6.30","23.00",""
"597","S","23.00","6.15","H"
"597","P","6.15","7.00",""
"597","C","7.00","7.15",""
"597","W","7.15","14.45",""
"597","C","14.45","15.00",""
"597","P","15.00","23.00",""
"597","S","23.00","6.30","H"
"597","P","6.30","23.30",""
"597","S","23.30","6.30","H"
"597","P","6.30","23.00",""
"597","S","23.00","6.30","H"
"597","P","6.30","7.00",""
"597","C","7.00","7.15",""
"597","W","7.15","14.30",""
"597","C","14.30","14.45",""
"597","P","14.45","23.00",""
"597","S","23.00","6.30","H"
"597","P","6.30","7.00",""
"597","C","7.00","7.15",""
"597","W","7.15","14.30",""
"597","C","14.30","14.45",""
"597","P","14.45","22.00",""
"597","S","22.00","7.00","H"
"597","P","7.00","22.00",""
"597","S","22.00","6.00","H"
"597","P","6.00","17.00",""
"597","C","17.00","17.15",""
"597","W","17.15","1.00",""
"597","C","1.00","1.15",""
"597","P","1.15","2.00",""
"597","S","2.00","7.00","H"
"597","P","7.00","22.30",""
"597","S","22.30","7.00","H"
"597","P","7.00","22.00",""
"597","S","22.00","6.30","H"
"597","P","6.30","15.00",""
"597","C","15.00","15.15",""
"597","W","15.15","3.30",""
"597","C","3.30","3.45",""
"597","P","3.45","4.00",""
"597","S","4.00","7.30","H"
"597","P","7.30","20.00",""
"597","S","20.00","6.30","H"
"597","P","6.30","7.00",""
"597","C","7.00","7.15",""
"597","W","7.15","13.00",""
"597","C","13.00","13.15",""
"597","P","13.15","22.00",""
"597","S","22.00","23.59","H"
"598","S","0.00","3.47","H"
"598","P","3.47","4.55",""
"598","C","4.55","5.10",""
"598","W","5.10","14.34",""
"598","C","14.34","14.45",""
"598","S","14.45","23.28","A"
"598","P","23.28","0.30",""
"598","C","0.30","0.45",""
"598","W","0.45","10.30",""
"598","C","10.30","10.45",""
"598","P","10.45","11.00",""
"598","S","11.00","14.40","H"
"598","P","14.40","15.55",""
"598","S","15.55","19.25","H"
"598","P","19.25","0.00",""
"598","S","0.00","11.20","H"
"598","P","11.20","12.25",""
"598","C","12.25","12.40",""
"598","W","12.40","19.57",""
"598","C","19.57","20.10",""
"598","P","20.10","23.45",""
"598","S","23.45","5.15","H"
"598","P","5.15","5.45",""
"598","S","5.45","8.27","H"
"598","P","8.27","9.35",""
"598","C","9.35","9.50",""
"598","W","9.50","17.24",""
"598","P","17.24","18.49",""
"598","S","18.49","6.30","A"
"598","P","6.30","8.45",""
"598","C","8.45","9.00",""
"598","W","9.00","15.57",""
"598","C","15.57","16.15",""
"598","P","16.15","23.00",""
"598","S","23.00","10.00","H"
"598","P","10.00","23.30",""
"598","S","23.30","10.05","H"
"598","P","10.05","14.00",""
"598","C","14.00","14.12",""
"598","W","14.12","22.30",""
"598","C","22.30","22.40",""
"598","P","22.40","23.30",""
"598","S","23.30","6.35","H"
"598","P","6.35","7.30",""
"598","C","7.30","7.45",""
"598","W","7.45","17.30",""
"598","C","17.30","17.45",""
"598","P","17.45","23.00",""
"598","S","23.00","10.30","H"
"598","P","10.30","22.00",""
"598","S","22.00","0.36","H"
"598","P","0.36","0.50",""
"598","C","0.50","1.05",""
"598","W","1.05","9.00",""
"598","C","9.00","9.10",""
"598","P","9.10","10.00",""
"598","S","10.00","19.00","A"
"598","P","19.00","21.45",""
"598","C","21.45","22.05",""
"598","W","22.05","7.20",""
"598","C","7.20","7.35",""
"598","P","7.35","10.05",""
"598","S","10.05","19.45","H"
"598","P","19.45","23.30",""
"598","S","23.30","10.06","H"
"598","P","10.06","22.15",""
"598","S","22.15","9.35","H"
"598","P","9.35","10.35",""
"598","C","10.35","10.50",""
"598","W","10.50","21.50",""
"598","C","21.50","22.05",""
"598","P","22.05","23.05",""
"598","S","23.05","4.52","A"
"598","P","4.52","5.30",""
"598","C","5.30","6.00",""
"598","W","6.00","12.40",""
"598","C","12.40","13.00",""
"598","P","13.00","22.30",""
"598","S","22.30","23.59","H"
"600","S","0.00","8.00","H"
"600","P","8.00","13.00",""
"600","C","13.00","14.35",""
"600","W","14.35","22.10",""
"600","C","22.10","23.10",""
"600","P","23.10","0.00",""
"600","S","0.00","6.00","H"
"600","P","6.00","7.00",""
"600","C","7.00","8.00",""
"600","W","8.00","18.24",""
"600","C","18.24","19.24",""
"600","P","19.24","0.00",""
"600","S","0.00","8.00","H"
"600","P","8.00","11.00",""
"600","C","11.00","12.09",""
"600","W","12.09","23.32",""
"600","C","23.32","0.32",""
"600","P","0.32","2.00",""
"600","S","2.00","9.00","H"
"600","P","9.00","15.00",""
"600","C","15.00","17.12",""
"600","W","17.12","23.59",""
"600","C","0.00","1.30",""
"600","P","1.30","2.30",""
"600","S","2.30","8.00","H"
"600","P","8.00","13.00",""
"600","C","13.00","14.00",""
"600","W","14.00","16.01",""
"600","C","16.01","17.01",""
"600","P","17.01","3.00",""
"600","S","3.00","10.00","H"
"600","P","10.00","20.00",""
"600","S","20.00","4.00","H"
"600","P","4.00","5.00",""
"600","C","5.00","6.00",""
"600","W","6.00","8.30",""
"600","P","8.30","11.00",""
"600","S","11.00","12.00","A"
"600","P","12.00","13.00",""
"600","W","13.00","19.10",""
"600","C","19.10","20.10",""
"600","P","20.10","22.00",""
"600","S","22.00","8.00","H"
"600","P","8.00","13.30",""
"600","C","13.30","14.35",""
"600","W","14.35","20.30",""
"600","C","20.30","23.30",""
"600","P","23.30","2.00",""
"600","S","2.00","6.00","H"
"600","P","6.00","7.00",""
"600","C","7.00","8.00",""
"600","W","8.00","18.24",""
"600","C","18.24","19.30",""
"600","P","19.30","22.00",""
"600","S","22.00","8.00","H"
"600","P","8.00","11.00",""
"600","C","11.00","12.00",""
"600","W","12.00","23.32",""
"600","C","23.32","0.30",""
"600","P","0.30","2.00",""
"600","S","2.00","7.00","H"
"600","P","7.00","11.00",""
"600","C","11.00","12.00",""
"600","W","12.00","23.32",""
"600","C","23.32","0.30",""
"600","P","0.30","2.00",""
"600","S","2.00","8.00","H"
"600","P","8.00","13.00",""
"600","C","13.00","14.00",""
"600","W","14.00","23.59",""
"600","C","0.00","0.22",""
"600","P","0.22","2.00",""
"600","S","2.00","8.30","H"
"600","P","8.30","22.00",""
"600","S","22.00","4.00","H"
"600","P","4.00","5.00",""
"600","C","5.00","7.30",""
"600","W","7.30","17.00",""
"600","C","17.00","19.30",""
"600","P","19.30","21.30",""
"600","S","21.30","23.59","H"
"602","P","0.00","2.00",""
"602","S","2.00","10.00","H"
"602","P","10.00","18.00",""
"602","C","18.00","18.31",""
"602","W","18.31","3.00",""
"602","C","3.00","3.10",""
"602","P","3.10","6.00",""
"602","S","6.00","11.30","A"
"602","P","11.30","11.45",""
"602","S","11.45","13.15","A"
"602","P","13.15","19.00",""
"602","S","19.00","19.20","A"
"602","P","19.20","20.15",""
"602","C","20.15","20.45",""
"602","W","20.45","7.00",""
"602","C","7.00","7.20",""
"602","P","7.20","8.00",""
"602","S","8.00","11.50","H"
"602","P","11.50","0.30",""
"602","S","0.30","8.45","H"
"602","P","8.45","23.59",""
"602","S","0.00","8.00","H"
"602","P","8.00","23.59",""
"602","S","0.00","7.30","A"
"602","P","7.30","0.30",""
"602","S","0.30","5.30","H"
"602","P","5.30","6.30",""
"602","C","6.30","7.00",""
"602","W","7.00","18.15",""
"602","C","18.15","18.25",""
"602","P","18.25","21.30",""
"602","S","21.30","5.00","A"
"602","P","5.00","6.15",""
"602","C","6.15","6.45",""
"602","W","6.45","14.30",""
"602","C","14.30","14.50",""
"602","P","14.50","23.00",""
"602","S","23.00","7.15","H"
"602","P","7.15","15.00",""
"602","S","15.00","16.15","H"
"602","P","16.15","21.05",""
"602","C","21.05","21.35",""
"602","W","21.35","6.45",""
"602","C","6.45","7.00",""
"602","P","7.00","8.00",""
"602","S","8.00","14.15","A"
"602","P","14.15","17.30",""
"602","S","17.30","20.30","A"
"602","P","20.30","0.15",""
"602","C","0.15","0.45",""
"602","W","0.45","10.00",""
"602","C","10.00","10.30",""
"602","P","10.30","22.30",""
"602","S","22.30","7.45","H"
"602","P","7.45","13.30",""
"602","C","13.30","14.00",""
"602","W","14.00","21.00",""
"602","C","21.00","21.30",""
"602","P","21.30","23.30",""
"602","S","23.30","8.15","A"
"602","P","8.15","9.45",""
"602","C","9.45","10.15",""
"602","W","10.15","21.00",""
"602","C","21.00","21.20",""
"602","P","21.20","1.00",""
"602","S","1.00","7.00","H"
"602","P","7.00","23.00",""
"602","S","23.00","23.59","H"
"604","W","0.00","7.00",""
"604","S","4.00","4.30","A"
"604","C","7.00","7.30",""
"604","P","7.30","8.30",""
"604","S","8.30","13.50","H"
"604","P","13.50","22.00",""
"604","C","22.00","22.30",""
"604","W","22.30","7.00",""
"604","C","7.00","7.30",""
"604","P","7.30","8.30",""
"604","S","8.30","13.00","H"
"604","P","13.00","22.15",""
"604","C","22.15","22.45",""
"604","W","22.45","7.05",""
"604","S","4.00","4.30","A"
"604","C","7.05","7.30",""
"604","S","7.30","13.30","H"
"604","P","13.30","22.30",""
"604","C","22.30","23.00",""
"604","W","23.00","7.20",""
"604","C","7.20","8.00",""
"604","S","8.00","15.00","H"
"604","P","15.00","22.00",""
"604","C","22.00","22.30",""
"604","W","22.30","7.00",""
"604","C","7.00","7.30",""
"604","P","7.30","8.00",""
"604","S","8.00","11.00","H"
"604","P","11.00","22.30",""
"604","C","22.30","22.55",""
"604","W","22.55","7.00",""
"604","C","7.00","7.30",""
"604","P","7.30","22.00",""
"604","S","22.00","6.30","H"
"604","P","6.30","23.00",""
"604","S","23.00","6.30","H"
"604","P","6.30","9.00",""
"604","S","9.00","14.00","H"
"604","P","14.00","22.15",""
"604","C","22.15","22.45",""
"604","W","22.45","8.30",""
"604","C","8.30","9.00",""
"604","P","9.00","9.30",""
"604","S","9.30","14.00","H"
"604","P","14.00","22.15",""
"604","C","22.15","22.45",""
"604","W","22.45","7.20",""
"604","C","7.20","8.00",""
"604","P","8.00","9.00",""
"604","S","9.00","14.00","H"
"604","P","14.00","22.15",""
"604","C","22.15","22.45",""
"604","W","22.45","7.45",""
"604","C","7.45","8.15",""
"604","P","8.15","9.00",""
"604","S","9.00","14.00","H"
"604","P","14.00","22.30",""
"604","C","22.30","22.55",""
"604","W","22.55","7.00",""
"604","C","7.00","7.30",""
"604","P","7.30","22.10",""
"604","C","22.10","22.35",""
"604","W","22.35","23.59",""
"604","S","0.00","7.00","H"
"604","P","7.00","23.00",""
"604","S","23.00","23.59","H"
"605","S","0.00","5.00","H"
"605","P","5.00","6.00",""
"605","C","6.00","6.45",""
"605","W","6.45","18.30",""
"605","C","18.30","19.15",""
"605","P","19.15","22.15",""
"605","S","22.15","5.00","H"
"605","P","5.00","6.00",""
"605","C","6.00","6.45",""
"605","W","6.45","12.10",""
"605","C","12.10","13.00",""
"605","P","13.00","22.15",""
"605","S","22.15","5.00","H"
"605","P","5.00","6.00",""
"605","C","6.00","6.45",""
"605","W","6.45","18.40",""
"605","C","18.40","19.25",""
"605","P","19.25","22.30",""
"605","S","22.30","5.00","H"
"605","P","5.00","6.00",""
"605","C","6.00","6.45",""
"605","W","6.45","13.10",""
"605","C","13.10","15.20",""
"605","P","15.20","22.15",""
"605","S","22.15","23.59","H"
"605","S","0.00","4.00","H"
"605","P","4.00","4.30",""
"605","C","4.30","7.00",""
"605","W","7.00","14.30",""
"605","C","14.30","15.15",""
"605","P","15.15","21.30",""
"605","S","21.30","5.00","H"
"605","P","5.00","6.00",""
"605","C","6.00","6.45",""
"605","W","6.45","18.45",""
"605","C","18.45","19.30",""
"605","P","19.30","21.30",""
"605","S","21.30","5.00","H"
"605","P","5.00","6.00",""
"605","C","6.00","6.50",""
"605","W","6.50","14.00",""
"605","C","14.00","14.45",""
"605","P","14.45","22.30",""
"605","S","22.30","5.00","H"
"605","P","5.00","6.00",""
"605","C","6.00","6.45",""
"605","W","6.45","18.30",""
"605","C","18.30","19.15",""
"605","P","19.15","22.15",""
"605","S","22.15","5.00","H"
"605","P","5.00","6.00",""
"605","C","6.00","6.50",""
"605","W","6.50","13.30",""
"605","C","13.30","16.00",""
"605","P","16.00","21.30",""
"605","S","21.30","23.59","H"
"605","S","0.00","4.00","H"
"605","P","4.00","4.30",""
