ID_Number,Activity,Start_Time,End_Time,Sleep_Location,Break_Location
252,P,19;10,20;00,,
252,S,20;00,4;30,H,
252,P,4;30,5;30,,
252,C,5;30,5;45,,
252,W,5;45,8;45,,
252,I,8;45,13;55,,Off train
252,S,12;00,13;55,A,
252,W,13;55,19;00,,
252,C,19;00,19;10,,
252,P,19;10,21;00,,
252,S,21;00,4;30,H,
252,P,4;30,5;30,,
252,C,5;30,5;45,,
252,W,5;45,8;45,,
252,I,8;45,13;55,,Off train
252,S,12;00,13;55,A,
252,W,13;55,19;00,,
252,C,19;00,19;10,,
252,P,19;10,21;00,,
252,S,21;00,4;30,H,
252,P,4;30,5;30,,
252,C,5;30,5;45,,
252,W,5;45,8;45,,
252,I,8;45,13;55,,Off train
252,S,11;30,13;55,A,
252,W,13;55,19;00,,
252,C,19;00,19;10,,
252,P,19;10,22;00,,
252,S,22;00,4;30,H,
252,P,4;30,5;30,,
252,C,5;30,5;45,,
252,W,5;45,8;45,,
252,I,8;45,13;55,,Off train
252,S,11;00,13;30,A,
252,W,13;55,19;00,,
252,C,19;00,19;10,,
252,P,19;10,21;30,,
252,S,21;30,10;00,H,
252,P,10;00,23;00,,
252,S,23;00,10;00,H,
252,P,10;00,21;00,,
252,S,21;00,4;30,H,
252,P,4;30,5;30,,
252,C,5;30,5;45,,
252,W,5;45,8;45,,
252,I,8;45,13;55,,Off train
252,S,12;00,13;55,A,
252,W,13;55,19;00,,
252,C,19;00,19;10,,
252,P,19;10,22;00,,
252,S,22;00,4;30,H,
252,P,4;30,5;30,,
252,C,5;30,5;45,,
252,W,5;45,8;45,,
252,I,8;45,13;55,,Off train
252,S,12;00,13;55,A,
252,W,13;55,19;00,,
252,C,19;00,19;10,,
252,P,19;10,21;00,,
252,S,21;00,4;30,H,
252,P,4;30,5;30,,
252,C,5;30,5;45,,
252,W,5;45,8;45,,
252,I,8;45,13;55,,Off train
252,S,12;30,13;55,A,
252,W,13;55,19;00,,
252,C,19;00,19;10,,
252,P,19;10,22;00,,
252,S,22;00,4;30,H,
252,P,4;30,5;30,,
252,C,5;30,5;45,,
252,W,5;45,8;45,,
252,I,8;45,13;55,,Off train
252,S,10;00,13;55,A,
252,W,13;55,19;00,,
252,C,19;00,19;10,,
252,P,19;10,22;00,,
252,S,22;00,4;30,H,
252,P,4;30,5;30,,
252,C,5;30,5;45,,
252,W,5;45,8;45,,
252,I,8;45,13;55,,Off train
252,S,12;00,13;55,A,
252,W,13;55,19;00,,
252,C,19;00,19;10,,
252,P,19;10,22;00,,
252,S,22;00,10;30,H,
252,P,10;30,22;00,,
252,S,22;00,9;00,H,
252,P,9;00,21;00,,
252,S,21;00,0;00,H,
262,S,0;00,6;30,H,
262,P,6;30,7;15,,
262,C,7;15,7;30,,
262,W,7;30,12;30,,
262,C,12;30,12;45,,
262,P,12;45,0;30,,
262,S,0;30,9;00,H,
262,P,9;00,14;30,,
262,C,14;30,15;00,,
262,W,15;00,19;30,,
262,C,19;30,19;50,,
262,P,19;50,23;30,,
262,S,23;30,4;30,H,
262,P,4;30,5;15,,
262,C,5;15,5;40,,
262,W,5;40,10;20,,
262,C,10;20,10;40,,
262,P,10;40,23;00,,
262,S,23;00,5;30,H,
262,P,5;30,6;15,,
262,C,6;15,6;30,,
262,W,6;30,11;00,,
262,C,11;00,11;15,,
262,P,11;15,23;00,,
262,S,23;00,6;00,H,
262,P,6;00,6;50,,
262,C,6;50,7;15,,
262,W,7;15,11;20,,
262,B,11;20,13;50,,Off train
262,W,13;50,18;50,,
262,C,18;50,19;15,,
262,P,19;15,22;30,,
262,S,22;30,5;30,H,
262,P,5;30,6;15,,
262,C,6;15,6;30,,
262,W,6;30,11;00,,
262,C,11;00,11;30,,
262,P,11;30,1;00,,
262,S,1;00,9;30,H,
262,P,9;30,23;30,,
262,S,23;30,8;30,H,
262,P,8;30,9;15,,
262,C,9;15,9;30,,
262,W,9;30,15;00,,
262,C,15;00,15;30,,
262,P,15;30,23;00,,
262,S,23;00,6;00,H,
262,P,6;00,6;50,,
262,C,6;50,7;15,,
262,W,7;15,11;20,,
262,B,11;20,13;50,,Off train
262,W,13;50,18;50,,
262,C,18;50,19;15,,
262,P,19;15,23;30,,
262,S,23;30,7;00,H,
262,P,7;00,7;45,,
262,C,7;45,8;00,,
262,W,8;00,13;00,,
262,C,13;00,13;30,,
262,P,13;30,23;30,,
262,S,23;30,6;00,H,
262,P,6;00,6;50,,
262,C,6;50,7;15,,
262,W,7;15,11;20,,
262,B,11;20,13;50,,Off train
262,W,13;50,18;50,,
262,C,18;50,19;15,,
262,P,19;15,0;00,,
262,S,0;00,5;30,H,
262,P,5;30,6;15,,
262,C,6;15,6;30,,
262,W,6;30,11;00,,
262,C,11;00,11;20,,
262,P,11;20,0;00,,
262,S,0;00,6;30,H,
262,P,6;30,2;00,,
262,S,2;00,9;00,H,
262,P,9;00,23;30,,
262,S,23;30,0;00,H,
263,W,0;00,0;30,,
263,C,0;30,1;00,,
263,S,1;00,7;00,H,
263,P,7;00,13;30,,
263,C,13;30,14;00,,
263,W,14;00,0;30,,
263,C,0;30,1;00,,
263,S,1;00,7;00,H,
263,P,7;00,10;00,,
263,S,10;00,11;00,H,
263,P,11;00,13;30,,
263,C,13;30,14;00,,
263,W,14;00,0;30,,
263,C,0;30,1;00,,
263,S,1;00,7;30,H,
263,P,7;30,13;30,,
263,C,13;30,14;00,,
263,W,14;00,1;00,,
263,C,1;00,1;30,,
263,S,1;30,7;30,H,
263,P,7;30,13;30,,
263,C,13;30,14;00,,
263,W,14;00,0;30,,
263,S,1;30,9;00,H,
263,P,9;00,0;00,,
263,C,0;30,1;00,,
263,S,0;00,7;00,H,
263,P,7;00,20;00,,
263,S,20;00,6;00,H,
263,P,6;00,6;30,,
263,C,6;30,7;00,,
263,W,7;00,13;00,,
263,B,13;00,14;00,,Off train
263,W,14;00,17;30,,
263,C,17;30,18;00,,
263,P,18;00,22;00,,
263,S,22;00,7;30,H,
263,P,7;30,13;30,,
263,C,13;30,14;00,,
263,W,14;00,0;30,,
263,C,0;30,1;00,,
263,S,1;00,7;30,H,
263,P,7;30,13;30,,
263,C,13;30,14;00,,
263,W,14;00,0;30,,
263,C,0;30,1;00,,
263,S,1;00,8;00,H,
263,P,8;00,13;30,,
263,C,13;30,14;00,,
263,W,14;00,0;30,,
263,C,0;30,1;00,,
263,S,1;00,7;30,H,
263,P,7;30,13;30,,
263,C,13;30,14;00,,
263,W,14;00,0;30,,
263,C,0;30,1;00,,
263,S,1;00,8;00,H,
263,P,8;00,0;00,,
263,S,0;00,7;00,H,
263,P,7;00,22;00,,
263,S,22;00,8;00,H,
263,P,1;00,1;30,,
263,P,8;00,13;30,,
263,C,13;30,14;00,,
263,W,14;00,0;00,,
279,W,0;00,0;55,,
279,C,0;55,1;14,,
279,P,1;14,1;30,,
279,S,1;30,9;55,H,
279,P,9;55,15;30,,
279,S,15;30,15;50,H,
279,W,15;50,16;20,,
279,C,16;20,16;50,,
279,W,16;50,20;01,,
279,B,20;01,21;55,,Off train
279,W,21;55,0;55,,
279,C,0;55,1;15,,
279,P,1;15,1;35,,
279,S,1;35,8;45,H,
279,P,8;45,16;45,,
279,C,16;45,17;22,,
279,W,17;22,19;15,,
279,S,19;15,19;45,A,
279,W,19;45,0;51,,
279,C,0;51,1;10,,
279,P,1;10,1;25,,
279,S,1;25,9;00,H,
279,P,9;00,16;45,,
279,C,16;45,17;22,,
279,W,17;22,19;30,,
279,S,19;30,19;45,A,
279,W,19;45,0;51,,
279,C,0;51,1;15,,
279,P,1;15,2;15,,
279,S,2;15,9;00,H,
279,P,9;00,14;30,,
279,S,14;30,15;00,H,
279,P,15;00,16;45,,
279,C,16;45,17;22,,
279,W,17;22,19;15,,
279,S,19;15,19;45,A,
279,W,19;45,0;51,,
279,C,0;51,1;20,,
279,P,1;20,1;45,,
279,S,1;45,9;00,H,
279,P,9;00,23;30,,
279,S,23;30,9;00,H,
279,P,9;00,15;30,,
279,S,15;30,16;00,H,
279,P,16;00,22;45,,
279,S,22;45,8;30,H,
279,P,8;30,15;30,,
279,S,15;30,15;50,H,
279,P,15;50,16;20,,
279,C,16;20,16;50,,
279,W,16;50,20;00,,
279,B,20;00,22;00,,
279,W,22;00,0;55,,
279,C,0;55,1;16,,
279,P,1;16,1;35,,
279,S,1;35,8;45,H,
279,P,8;45,15;30,,
279,S,15;30,15;45,H,
279,P,15;45,16;20,,
279,C,16;20,16;50,,
279,W,16;50,20;00,,
279,B,20;00,22;00,,
279,W,22;00,0;55,,
279,C,0;55,1;10,,
279,P,1;10,1;30,,
279,S,1;30,8;55,,
279,P,8;55,16;45,,
279,C,16;45,17;22,,
279,W,17;22,19;15,,
279,S,19;15,19;45,A,
279,W,19;45,0;51,,
279,C,0;51,1;20,,
279,P,1;20,1;45,,
279,S,1;45,9;15,H,
279,P,9;15,16;45,,
279,W,16;45,17;22,,
279,B,17;22,19;45,,
279,W,19;45,0;51,,
279,C,0;51,1;15,,
279,P,1;15,2;10,,
279,S,2;10,9;15,H,
279,P,9;15,15;30,,
279,S,15;30,16;00,H,
279,P,16;00,16;45,,
279,C,16;45,17;22,,
279,W,17;22,19;15,,
279,S,19;15,19;45,A,
279,W,19;45,0;51,,
279,C,0;51,1;15,,
279,P,1;15,2;00,,
279,S,2;00,9;15,H,
279,P,9;15,15;30,,
279,S,15;30,16;00,,
279,P,16;00,22;15,,
279,S,22;15,7;30,H,
279,P,7;30,15;15,,
279,S,15;15,16;00,H,
279,P,16;00,23;10,,
279,S,23;10,9;30,H,
279,P,9;30,15;15,,
279,S,15;15,15;40,H,
279,P,15;40,16;20,,
279,C,16;20,16;50,,
279,W,16;50,20;00,,
279,B,20;00,22;00,,Off train
279,W,22;00,0;00,,
271,S,0;00,8;00,H,
271,P,8;00,10;30,,
271,C,10;30,10;54,,
271,W,10;54,12;32,,
271,B,12;32,13;47,,Off train
271,W,13;47,14;38,,
271,B,14;38,15;02,,Off train
271,W,15;02,18;42,,
271,C,18;42,18;47,,
271,P,18;47,23;00,,
271,S,23;00,8;00,H,
271,P,8;00,10;30,,
271,C,10;30,10;54,,
271,W,10;54,12;33,,
271,B,12;33,13;46,,Off train
271,W,13;46,14;38,,
271,B,14;38,15;02,,Off train
271,W,15;02,18;42,,
271,C,18;42,19;00,,
271,P,19;00,0;00,,
271,S,0;00,8;00,H,
271,P,8;00,10;30,,
271,C,10;30,10;54,,
271,W,10;54,12;33,,
271,B,12;33,13;46,,Off train
271,W,13;46,14;38,,
271,B,14;38,15;02,,Off train
271,C,18;42,19;00,,
271,P,19;00,0;00,,
271,S,0;00,8;00,H,
271,P,8;00,10;30,,
271,C,10;30,10;54,,
271,W,10;54,12;33,,
271,B,12;33,13;46,,Off train
271,W,13;46,14;38,,
271,B,14;38,15;02,,Off train
271,C,18;42,19;00,,
271,P,19;00,0;00,,
271,P,8;00,10;00,,
271,C,10;00,10;37,,
271,W,10;37,12;12,,
271,B,12;12,13;19,,Off train
271,W,13;19,18;44,,
271,L,18;44,20;59,,
271,C,20;59,21;10,,
271,P,21;10,0;00,,
271,S,0;00,9;30,H,
271,P,9;30,14;00,,
271,C,14;00,14;11,,
271,W,14;11,0;02,,
271,C,0;02,1;19,,
271,P,1;19,3;00,,
271,S,3;00,12;00,H,
271,P,12;00,1;00,,
271,S,1;00,8;00,H,
271,P,8;00,10;30,,
271,C,10;30,10;54,,
271,W,10;54,12;33,,
271,B,12;33,13;16,,Off train
271,W,13;16,18;42,,
271,C,18;42,19;00,,
271,P,19;00,0;30,,
271,S,0;30,8;00,H,
271,P,8;00,10;30,,
271,C,10;30,10;54,,
271,W,10;54,14;38,,
271,B,14;38,15;02,,Off train
271,W,15;02,18;42,,
271,C,18;42,19;00,,
271,P,19;00,0;30,,
271,S,0;30,8;00,H,
271,P,8;00,10;30,,
271,C,10;30,10;54,,
271,W,10;54,14;38,,
271,B,14;38,15;02,,Off train
271,W,15;02,18;42,,
271,C,18;42,19;00,,
271,P,19;00,0;30,,
271,S,0;30,8;00,H,
271,P,8;00,10;30,,
271,C,10;30,10;54,,
271,W,10;54,14;38,,
271,B,14;38,16;02,,Off train
271,W,16;02,20;30,,
271,L,20;30,22;30,,
271,C,22;30,22;45,,
271,P,22;45,0;30,,
271,S,0;30,8;00,H,
271,P,8;00,10;00,,
271,C,10;00,10;37,,
271,W,10;37,12;12,,
271,B,12;12,13;19,,Off train
271,W,13;19,18;44,,
271,L,18;44,20;59,,
271,C,20;59,21;29,,
271,S,0;30,10;00,H,
271,P,10;00,0;30,,
271,S,0;30,10;00,H,
271,P,10;00,0;00,,
282,P,0;00,2;00,,
282,S,2;00,11;00,H,
282,P,11;00,16;00,,
282,C,16;00,17;07,,
282,W,17;07,0;00,,
282,B,0;00,0;30,,Off train
282,C,3;00,3;40,,
282,P,3;40,5;00,,
282,S,5;00,13;30,H,
282,P,13;30,16;00,,
282,C,16;00,17;07,,
282,W,17;07,0;00,,
282,B,0;00,0;30,,Off train
282,W,0;30,3;00,,
282,C,3;00,3;45,,
282,P,3;45,4;30,,
282,S,4;30,10;30,H,
282,P,10;30,16;00,,
282,C,16;00,17;00,,
282,W,17;00,0;00,,
282,B,0;00,0;30,,Off train
282,W,0;30,3;00,,
282,C,3;00,3;45,,
282,P,3;45,5;30,,
282,S,5;30,15;00,H,
282,P,15;00,16;00,,
282,C,16;00,17;00,,
282,W,17;00,0;00,,
282,B,0;00,0;30,,Off train
282,W,0;30,3;00,,
282,C,3;00,3;45,,
282,P,3;45,6;30,,
282,S,6;30,15;00,H,
282,P,15;00,16;00,,
282,C,16;00,17;00,,
282,W,17;00,0;00,,
282,B,0;00,0;30,,Off train
282,W,0;30,3;00,,
282,C,3;00,3;45,,
282,P,3;45,7;00,,
282,S,7;00,15;00,H,
282,P,15;00,2;00,,
282,S,2;00,10;30,H,
282,P,10;30,23;00,,
282,S,23;00,11;00,H,
282,P,11;00,16;00,,
282,C,16;00,17;00,,
282,W,17;00,0;00,,
282,B,0;00,0;30,,Off train
282,W,0;30,3;00,,
282,C,3;00,3;45,,
282,P,3;45,6;00,,
282,S,6;00,14;00,H,
282,P,14;00,16;00,,
282,C,16;00,17;07,,
282,W,17;07,0;00,,
282,B,0;00,0;30,,Off train
282,W,0;30,3;00,,
282,C,3;00,3;45,,
282,P,3;45,7;00,,
282,S,7;00,14;00,H,
282,P,14;00,16;00,,
282,C,16;00,17;00,,
282,W,17;00,0;00,,
282,B,0;00,0;30,,Off train
282,W,0;30,3;00,,
282,C,3;00,3;45,,
282,P,3;45,5;00,,
282,S,5;00,11;00,H,
282,P,11;00,16;00,,
282,C,16;00,17;00,,
282,W,17;00,0;00,,
282,B,0;00,0;30,,Off train
282,W,0;30,3;00,,
282,C,3;00,3;45,,
282,P,3;45,7;00,,
282,S,7;00,16;00,H,
282,P,16;00,2;00,,
282,S,2;00,12;00,H,
282,P,12;00,2;00,,
282,S,2;00,12;00,H,
282,P,12;00,0;00,,
283,S,0;00,6;00,H,
283,P,6;00,6;30,,
283,C,6;30,7;30,,
283,W,7;30,13;30,,
283,C,13;30,14;00,,
283,P,14;00,0;30,,
283,S,0;30,6;00,H,
283,P,6;00,6;30,,
283,C,6;30,7;30,,
283,W,7;30,14;00,,
283,P,14;00,1;00,,
283,S,1;00,6;00,H,
283,P,6;00,6;30,,
283,C,6;30,7;30,,
283,W,7;30,12;40,,
283,C,12;40,13;10,,
283,P,13;10,0;00,,
283,S,0;00,6;00,H,
283,P,6;00,6;30,,
283,C,6;30,7;30,,
283,W,7;30,13;20,,
283,C,13;20,13;50,,
283,P,13;50,2;00,,
283,S,2;00,11;00,H,
283,P,11;00,4;00,,
283,S,4;00,5;20,A,
283,P,5;20,8;40,,
283,S,8;40,10;00,A,
283,P,10;00,21;00,,
283,S,21;00,4;00,A,
283,P,4;00,18;00,,
283,S,18;00,20;30,A,
283,P,20;30,4;30,,
283,S,4;30,12;00,H,
283,P,12;00,12;40,,
283,C,12;40,13;30,,
283,W,13;30,22;20,,
283,B,22;20,23;00,,Off train
283,W,23;00,0;00,,
283,C,0;00,0;50,,
283,P,0;50,1;20,,
283,S,1;20,13;00,H,
283,P,13;00,14;40,,
283,C,14;40,15;30,,
283,W,15;30,20;40,,
283,C,20;40,21;30,,
283,P,21;30,2;30,,
283,S,2;30,12;00,H,
283,P,12;00,14;40,,
283,C,14;40,15;30,,
283,W,15;30,19;30,,
283,C,19;30,20;20,,
283,P,20;20,2;30,,
283,S,2;30,13;00,H,
283,P,13;00,2;30,,
283,S,2;30,11;20,H,
283,P,11;20,3;00,,
283,S,3;00,12;30,H,
283,P,12;30,14;40,,
283,C,14;40,15;30,,
283,W,15;30,2;00,,
283,C,2;00,2;40,,
283,P,2;40,2;50,,
283,S,2;50,12;40,H,
283,P,12;40,14;40,,
283,C,14;40,15;30,,
283,W,15;30,0;00,,
284,P,3;45,4;30,,
284,C,4;30,5;06,,
284,W,5;06,7;26,,
284,I,7;26,12;18,,Off train
284,S,8;30,9;30,A,
284,W,12;18,17;00,,
284,C,17;00,17;30,,
284,P,17;30,21;00,,
284,S,21;00,3;45,H,
284,P,3;45,4;30,,
284,C,4;30,5;06,,
284,W,5;06,7;26,,
284,I,7;26,12;18,,Off train
284,S,8;15,9;30,A,
284,W,12;18,17;00,,
284,C,17;00,17;30,,
284,P,17;30,21;00,,
284,S,21;00,3;45,H,
284,P,3;45,4;30,,
284,C,4;30,5;06,,
284,W,5;06,7;26,,
284,I,7;26,12;18,,Off train
284,S,8;30,9;30,A,
284,W,12;18,17;00,,
284,C,17;00,17;30,,
284,P,17;30,21;30,,
284,S,21;30,3;45,H,
284,P,3;45,4;30,,
284,C,4;30,5;06,,
284,W,5;06,7;26,,
284,I,7;26,12;18,,Off train
284,S,8;30,9;30,A,
284,W,12;18,17;00,,
284,C,17;00,17;30,,
284,P,17;30,22;30,,
284,S,22;30,6;00,,
284,P,6;00,22;00,,
284,S,22;00,5;30,H,
284,P,5;30,22;00,,
284,S,22;00,4;15,H,
284,P,4;15,5;00,,
284,C,5;00,5;36,,
284,W,5;36,8;00,,
284,B,8;00,9;00,,Off train
284,W,9;00,11;00,,
284,B,11;00,11;30,,Train
284,W,11;30,16;12,,
284,C,16;12,16;45,,
284,P,16;45,21;30,,
284,S,21;30,3;45,H,
284,P,3;45,4;30,,
284,C,4;30,5;06,,
284,W,5;06,7;26,,
284,I,7;26,12;18,,Off train
284,S,8;30,10;00,A,
284,W,12;18,17;00,,
284,C,17;00,17;30,,
284,P,17;30,21;30,,
284,S,21;30,3;45,H,
284,P,3;45,4;30,,
284,C,4;30,5;06,,
284,W,5;06,7;26,,
284,I,7;26,12;18,,Off train
284,S,8;30,9;30,A,
284,W,12;18,17;00,,
284,C,17;00,17;30,,
284,P,17;30,21;30,,
284,S,21;30,3;45,H,
284,P,3;45,4;30,,
284,C,4;30,5;06,,
284,W,5;06,7;26,,
284,I,7;26,12;18,,Off train
284,S,8;30,9;30,A,
284,W,12;18,17;00,,
284,C,17;00,17;30,,
284,P,17;30,21;30,,
284,S,21;30,3;45,H,
284,P,3;45,4;30,,
284,C,4;30,5;06,,
284,W,5;06,7;26,,
284,I,7;26,12;18,,Off train
284,S,8;30,9;30,A,
284,W,12;18,17;00,,
284,C,17;00,17;30,,
284,P,17;30,21;30,,
284,S,21;30,6;00,H,
284,P,6;00,12;00,,
284,S,12;00,13;00,H,
284,P,13;00,22;00,,
284,S,22;00,5;30,H,
284,P,5;30,21;00,,
284,S,21;00,0;00,H,
290,S,0;00,2;30,H,
290,P,2;30,3;00,,
290,S,3;00,3;30,A,
290,P,3;30,5;12,,
290,W,5;12,7;30,,
290,B,7;30,8;30,,Train
290,W,8;30,12;34,,
290,C,12;34,14;00,,
290,P,14;00,20;30,,
290,S,20;30,2;30,H,
290,P,2;30,3;00,,
290,C,3;00,3;30,,
290,P,3;30,5;12,,
290,W,5;12,7;30,,
290,B,7;30,8;30,,Train
290,W,8;30,10;45,,
290,B,10;45,11;00,,Off train
290,W,11;00,12;30,,
290,C,12;30,14;00,,
290,P,14;00,21;00,,
290,S,21;00,3;30,H,
290,P,3;30,5;30,,
290,C,5;30,6;00,,
290,W,6;00,7;00,,
290,B,7;00,7;30,,Off train
290,W,7;30,9;15,,
290,B,9;15,10;10,,Off train
290,W,10;10,10;45,,
290,B,10;45,13;15,,Off train
290,W,13;15,14;00,,
290,C,14;00,14;30,,
290,P,14;30,20;30,,
290,S,20;30,3;30,H,
290,P,3;30,5;00,,
290,C,5;00,6;00,,
290,W,6;00,7;00,,
290,B,7;00,7;30,,Off train
290,W,7;30,11;25,,
290,B,11;25,12;15,,Off train
290,W,12;15,13;40,,
290,C,13;40,15;00,,
290,P,15;00,20;30,,
290,S,20;30,2;30,H,
290,P,2;30,5;30,,
290,C,5;30,6;00,,
290,W,6;00,7;30,,
290,B,7;30,8;00,,Train
290,W,8;00,10;40,,
290,B,10;40,11;08,,Off train
290,W,11;08,12;35,,
290,C,12;35,14;00,,
290,P,14;00,20;30,,
290,S,20;30,8;00,H,
290,P,8;00,21;00,,
290,S,21;00,8;40,H,
290,P,8;40,20;35,,
290,S,20;35,2;30,,
290,P,2;30,5;20,,
290,C,5;20,5;50,,
290,W,5;50,8;00,,
290,B,8;00,9;15,,Off train
290,W,9;15,10;40,,
290,B,10;40,11;05,,Off train
290,W,11;05,12;35,,
290,C,12;35,14;00,,
290,P,14;00,20;30,,
290,S,20;30,2;30,H,
290,P,2;30,4;30,,
290,C,4;30,5;00,,
290,W,5;00,8;00,,
290,B,8;00,8;30,,Off train
290,W,8;30,10;40,,
290,B,10;40,11;05,,Off train
290,W,11;05,12;35,,
290,C,12;35,14;00,,
290,P,14;00,20;30,,
290,S,20;30,3;30,H,
290,P,3;30,4;30,,
290,C,4;30,6;00,,
290,W,6;00,7;00,,
290,B,7;00,7;30,,Off train
290,W,7;30,10;00,,
290,B,10;00,10;45,,Off train
290,W,10;45,12;15,,
290,B,12;15,12;45,,Off train
290,W,12;45,13;45,,
290,C,13;45,15;00,,
290,P,15;00,21;00,,
290,S,21;00,3;30,H,
290,P,3;30,4;30,,
290,C,4;30,6;00,,
290,W,6;00,7;00,,
290,B,7;00,7;30,,Off train
290,W,7;30,10;00,,
290,B,10;00,10;45,,Off train
290,W,10;45,12;15,,
290,B,12;15,12;45,,Off train
290,W,12;45,13;30,,
290,C,13;30,15;00,,
290,P,15;00,21;00,,
290,S,21;00,3;30,H,
290,P,3;30,4;00,,
290,C,4;00,6;00,,
290,W,6;00,7;00,,
290,B,7;00,7;30,,Off train
290,W,7;30,10;00,,
290,B,10;00,10;45,,Off train
290,W,10;45,12;15,,
290,B,12;15,12;45,,Off train
290,W,12;45,13;30,,
290,C,13;30,15;00,,
290,P,15;00,22;00,,
290,S,22;00,8;15,H,
290,P,8;15,22;00,,
290,S,22;00,7;30,H,
290,P,7;30,20;00,,
290,S,20;00,0;00,H,
305,C,0;30,1;00,,
305,P,1;00,4;00,,
305,S,4;00,10;20,H,
305,P,10;20,16;30,,
305,C,16;30,17;30,,
305,W,17;30,19;50,,
305,B,19;50,20;50,,Train
305,W,20;50,22;10,,
305,B,22;10,23;10,,Train
305,W,23;10,0;30,,
305,C,0;30,1;00,,
305,P,1;00,5;00,,
305,S,5;00,10;50,H,
305,P,10;50,16;00,,
305,C,16;00,17;30,,
305,W,17;30,20;00,,
305,B,20;00,20;50,,Train
305,W,20;50,22;05,,
305,B,22;05,23;10,,Train
305,W,23;10,0;30,,
305,C,0;30,1;00,,
305,P,1;00,5;00,,
305,S,5;00,10;50,H,
305,P,10;50,16;00,,
305,C,16;00,17;30,,
305,W,17;30,19;50,,
305,B,19;50,20;50,,Train
305,W,20;50,22;10,,
305,B,22;10,23;10,,Train
305,W,23;10,0;30,,
305,C,0;30,1;00,,
305,P,1;00,5;00,,
305,S,5;00,10;50,,
305,P,10;50,18;30,,
305,S,18;30,19;00,H,
305,P,19;00,4;00,,
305,S,4;00,10;30,H,
305,P,10;30,3;00,,
305,S,3;00,10;20,H,
305,P,10;20,16;00,,
305,C,16;00,17;30,,
305,W,17;30,20;00,,
305,B,20;00,20;50,,Train
305,W,20;50,22;10,,
305,B,22;10,23;10,,Train
305,W,23;10,0;30,,
305,C,0;30,1;00,,
305,P,1;00,5;30,,
305,S,5;30,11;40,H,
305,P,11;40,16;30,,
305,C,16;30,17;30,,
305,W,17;30,19;50,,
305,B,19;50,20;50,,Train
305,W,20;50,22;05,,
305,B,22;05,23;10,,Train
305,W,23;10,0;30,,
305,C,0;30,1;00,,
305,P,1;00,5;30,,
305,S,5;30,11;20,H,
305,P,11;20,16;00,,
305,C,16;00,17;30,,
305,W,17;30,20;00,,
305,B,20;00,20;50,,Train
305,W,20;50,22;10,,
305,B,22;10,23;10,,Train
305,W,23;10,0;30,,
305,C,0;30,1;00,,
305,P,1;00,5;30,,
305,S,5;30,11;20,H,
305,P,11;20,16;00,,
305,C,16;00,17;30,,
305,W,17;30,19;50,,
305,B,19;50,20;50,,Off train
305,W,20;50,22;10,,
305,B,22;10,23;10,,Train
305,W,23;10,0;30,,
305,C,0;30,1;00,,
305,P,1;00,6;00,,
305,S,6;00,11;35,H,
305,P,11;35,16;30,,
305,C,16;30,17;30,,
305,W,17;30,19;50,,
305,B,19;50,20;50,,Train
305,W,20;50,22;05,,
305,B,22;05,23;10,,Train
305,W,23;10,0;30,,
305,C,0;30,1;00,,
305,P,1;00,6;00,,
305,S,6;00,10;45,H,
305,P,10;45,4;00,,
305,S,4;00,8;30,H,
305,P,8;30,9;00,,
305,S,9;00,10;20,H,
305,P,10;20,3;00,,
305,S,3;00,9;45,H,
305,P,9;45,16;00,,
305,C,16;00,17;30,,
305,W,17;30,19;50,,
305,B,19;50,20;50,,Train
305,W,20;50,22;10,,
305,B,22;10,23;10,,Train
305,W,23;10,0;00,,
307,W,0;00,5;30,,
307,C,5;30,6;00,,
307,P,6;00,7;30,,
307,S,7;30,14;00,H,
307,P,14;00,14;30,,
307,C,14;30,15;00,,
307,W,15;00,2;00,,
307,S,2;00,7;00,H,
307,P,7;00,1;00,,
307,S,1;00,10;15,H,
307,P,10;15,14;30,,
307,C,14;30,15;00,,
307,W,15;00,1;45,,
307,C,1;45,2;15,,
307,P,2;15,5;00,,
307,S,5;00,10;30,H,
307,P,10;30,14;30,,
307,C,14;30,15;00,,
307,W,15;00,2;30,,
307,C,2;30,3;00,,
307,P,3;00,8;30,,
307,S,8;30,14;45,H,
307,P,14;45,17;00,,
307,C,17;00,17;30,,
307,W,17;30,5;30,,
307,C,5;30,6;00,,
307,S,6;00,12;00,H,
307,P,12;00,17;00,,
307,C,17;00,17;30,,
307,W,17;30,5;30,,
307,C,5;30,6;00,,
307,P,6;00,9;15,,
307,S,9;15,14;00,H,
307,P,14;00,14;30,,
307,C,14;30,15;00,,
307,W,15;00,1;45,,
307,C,1;45,2;15,,
307,P,2;15,5;30,,
307,S,5;30,12;00,H,
307,P,12;00,1;00,,
307,S,1;00,10;30,H,
307,P,10;30,0;30,,
307,S,0;30,9;45,H,
307,P,9;45,14;30,,
307,C,14;30,15;00,,
307,W,15;00,2;00,,
307,C,2;00,2;30,,
307,P,2;30,3;00,,
307,S,3;00,11;00,H,
307,P,11;00,17;00,,
307,C,17;00,17;30,,
307,W,17;30,0;00,,
307,C,0;00,1;00,,
307,P,1;00,2;15,,
307,S,2;15,11;00,H,
307,P,11;00,17;00,,
307,C,17;00,17;30,,
307,W,17;30,5;30,,
340,S,0;00,2;30,H,
340,P,2;30,3;30,,
340,C,3;30,4;40,,
340,W,4;40,10;17,,
340,B,10;17,11;15,,Train
340,W,11;15,13;15,,
340,C,13;15,14;00,,
340,W,14;00,21;00,,
